latitude,longitude,alert_date,confidence,source
-7.43663,-63.55738,2026-03-01,nominal,GLAD-Landsat
-7.43663,-63.55712,2026-03-01,nominal,GLAD-Landsat
-7.43663,-63.55687,2026-03-01,nominal,GLAD-Landsat
-7.43663,-63.55662,2026-03-01,nominal,GLAD-Landsat
-7.43663,-63.55638,2026-03-01,nominal,GLAD-Landsat
-7.43663,-63.55562,2026-03-01,nominal,GLAD-Landsat
-7.43663,-63.55537,2026-03-01,nominal,GLAD-Landsat
-7.43663,-63.55512,2026-03-01,nominal,GLAD-Landsat
-7.43663,-63.55488,2026-03-01,nominal,GLAD-Landsat
-7.43663,-63.55463,2026-03-01,nominal,GLAD-Landsat
-7.43663,-63.55338,2026-03-01,nominal,GLAD-Landsat
-7.43663,-63.55288,2026-03-01,nominal,GLAD-Landsat
-7.43663,-63.55212,2026-03-01,nominal,GLAD-Landsat
-7.43663,-63.55188,2026-03-01,nominal,GLAD-Landsat
-7.43663,-63.55163,2026-03-01,nominal,GLAD-Landsat
-7.43663,-63.55138,2026-03-01,nominal,GLAD-Landsat
-7.43663,-63.55112,2026-03-01,nominal,GLAD-Landsat
-7.43663,-63.55087,2026-03-01,nominal,GLAD-Landsat
-7.43663,-63.55062,2026-03-01,nominal,GLAD-Landsat
-7.43688,-63.55738,2026-03-01,nominal,GLAD-Landsat
-7.43688,-63.55712,2026-03-01,nominal,GLAD-Landsat
-7.43688,-63.55687,2026-03-01,nominal,GLAD-Landsat
-7.43688,-63.55662,2026-03-01,nominal,GLAD-Landsat
-7.43688,-63.55638,2026-03-01,nominal,GLAD-Landsat
-7.43688,-63.55588,2026-03-01,nominal,GLAD-Landsat
-7.43688,-63.55562,2026-03-01,nominal,GLAD-Landsat
-7.43688,-63.55537,2026-03-01,nominal,GLAD-Landsat
-7.43688,-63.55488,2026-03-01,nominal,GLAD-Landsat
-7.43688,-63.55463,2026-03-01,nominal,GLAD-Landsat
-7.43688,-63.55188,2026-03-01,nominal,GLAD-Landsat
-7.43688,-63.55112,2026-03-01,nominal,GLAD-Landsat
-7.43688,-63.55087,2026-03-01,nominal,GLAD-Landsat
-7.43688,-63.55062,2026-03-01,nominal,GLAD-Landsat
-7.43688,-63.55038,2026-03-01,nominal,GLAD-Landsat
-7.43712,-63.55763,2026-03-01,nominal,GLAD-Landsat
-7.43712,-63.55738,2026-03-01,nominal,GLAD-Landsat
-7.43712,-63.55712,2026-03-01,nominal,GLAD-Landsat
-7.43712,-63.55687,2026-03-01,nominal,GLAD-Landsat
-7.43712,-63.55613,2026-03-01,nominal,GLAD-Landsat
-7.43712,-63.55588,2026-03-01,nominal,GLAD-Landsat
-7.43712,-63.55537,2026-03-01,nominal,GLAD-Landsat
-7.43712,-63.55512,2026-03-01,nominal,GLAD-Landsat
-7.43712,-63.55488,2026-03-01,nominal,GLAD-Landsat
-7.43712,-63.55463,2026-03-01,nominal,GLAD-Landsat
-7.43712,-63.55237,2026-03-01,nominal,GLAD-Landsat
-7.43712,-63.55188,2026-03-01,nominal,GLAD-Landsat
-7.43712,-63.55038,2026-03-01,nominal,GLAD-Landsat
-7.43738,-63.55738,2026-03-01,nominal,GLAD-Landsat
-7.43738,-63.55712,2026-03-01,nominal,GLAD-Landsat
-7.43738,-63.55638,2026-03-01,nominal,GLAD-Landsat
-7.43738,-63.55613,2026-03-01,nominal,GLAD-Landsat
-7.43738,-63.55588,2026-03-01,nominal,GLAD-Landsat
-7.43738,-63.55562,2026-03-01,nominal,GLAD-Landsat
-7.43738,-63.55537,2026-03-01,nominal,GLAD-Landsat
-7.43738,-63.55512,2026-03-01,nominal,GLAD-Landsat
-7.43738,-63.55488,2026-03-01,nominal,GLAD-Landsat
-7.43738,-63.55438,2026-03-01,nominal,GLAD-Landsat
-7.43738,-63.55412,2026-03-01,nominal,GLAD-Landsat
-7.43738,-63.55387,2026-03-01,nominal,GLAD-Landsat
-7.43762,-63.55738,2026-03-01,nominal,GLAD-Landsat
-7.43762,-63.55712,2026-03-01,nominal,GLAD-Landsat
-7.43762,-63.55687,2026-03-01,nominal,GLAD-Landsat
-7.43762,-63.55662,2026-03-01,nominal,GLAD-Landsat
-7.43762,-63.55638,2026-03-01,nominal,GLAD-Landsat
-7.43762,-63.55588,2026-03-01,nominal,GLAD-Landsat
-7.43762,-63.55562,2026-03-01,nominal,GLAD-Landsat
-7.43762,-63.55537,2026-03-01,nominal,GLAD-Landsat
-7.43762,-63.55512,2026-03-01,nominal,GLAD-Landsat
-7.43762,-63.55488,2026-03-01,nominal,GLAD-Landsat
-7.43762,-63.55438,2026-03-01,nominal,GLAD-Landsat
-7.43762,-63.55412,2026-03-01,nominal,GLAD-Landsat
-7.43762,-63.55387,2026-03-01,nominal,GLAD-Landsat
-7.43762,-63.55362,2026-03-01,nominal,GLAD-Landsat
-7.43788,-63.55738,2026-03-01,nominal,GLAD-Landsat
-7.43788,-63.55712,2026-03-01,nominal,GLAD-Landsat
-7.43788,-63.55687,2026-03-01,nominal,GLAD-Landsat
-7.43788,-63.55662,2026-03-01,nominal,GLAD-Landsat
-7.43788,-63.55638,2026-03-01,nominal,GLAD-Landsat
